"","scaffold","start_position","end_position","length","exon_length","biotype","go_terms"
"ENSG00000007312","17",63928740,63932354,3615,3615,"protein_coding","plasma membrane|membrane|integral component of membrane|protein binding|cytoplasm|cytosol|signal transduction|nucleoplasm|extracellular exosome|immune system process|Golgi apparatus|integral component of plasma membrane|immune response|adaptive immune response|transmembrane signaling receptor activity|cell surface receptor signaling pathway|B cell differentiation|external side of plasma membrane|B cell receptor signaling pathway|B cell receptor complex"
"ENSG00000007314","17",63938554,63972918,34365,34365,"protein_coding","plasma membrane|membrane|integral component of membrane|transport|transmembrane transport|muscle contraction|integral component of plasma membrane|ion transmembrane transport|ion transport|sodium ion transport|ion channel activity|voltage-gated ion channel activity|regulation of ion transmembrane transport|sodium ion transmembrane transport|regulation of postsynaptic membrane potential|voltage-gated sodium channel activity|sodium channel activity|neuronal action potential|membrane depolarization during action potential|voltage-gated sodium channel complex"
"ENSG00000007341","1",112523518,112620825,97308,95901,"protein_coding","membrane|integral component of membrane|negative regulation of cell growth"
"ENSG00000007350","X",154295671,154330350,34680,34680,"protein_coding","nucleus|cytoplasm|metal ion binding|transferase activity|catalytic activity|metabolic process|glucose catabolic process|transketolase activity|thiamine metabolic process"
"ENSG00000007372","11",31784792,31817961,33170,33170,"protein_coding","protein binding|nucleus|cytoplasm|cytosol|regulation of transcription from RNA polymerase II promoter|nucleoplasm|regulation of transcription, DNA-templated|ubiquitin-protein transferase activity|protein ubiquitination|negative regulation of transcription from RNA polymerase II promoter|nuclear chromatin|chromatin binding|transcription factor binding|histone acetyltransferase binding|transcription, DNA-templated|negative regulation of cell proliferation|cell differentiation|positive regulation of transcription from RNA polymerase II promoter|transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding|DNA binding|transcription factor activity, sequence-specific DNA binding|sequence-specific DNA binding|transcription from RNA polymerase II promoter|lens development in camera-type eye|smoothened signaling pathway|anterior/posterior pattern specification|multicellular organism development|transcription regulatory region DNA binding|positive regulation of transcription, DNA-templated|axon guidance|intracellular|ubiquitin protein ligase binding|positive regulation of gene expression|RNA polymerase II transcription factor activity, sequence-specific DNA binding|visual perception|animal organ morphogenesis|transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding|glucose homeostasis|protein kinase binding|RNA polymerase II core promoter proximal region sequence-specific DNA binding|brain development|blood vessel development|eye development|lacrimal gland development|camera-type eye development|neuron migration|establishment of mitotic spindle orientation|HMG box domain binding|protein localization to organelle|positive regulation of neuroblast proliferation|negative regulation of neuron differentiation|negative regulation of neurogenesis|regulation of neurogenesis|regulation of gene expression|central nervous system development|negative regulation of epithelial cell proliferation|negative regulation of neural precursor cell proliferation|regionalization|axonogenesis|pituitary gland development|regulation of cell migration|keratinocyte differentiation|cell fate commitment|R-SMAD binding|eye photoreceptor cell development|forebrain development|RNA polymerase II core promoter sequence-specific DNA binding|neuron fate commitment|negative regulation of protein phosphorylation|pancreatic A cell development|response to wounding|iris morphogenesis|cornea development in camera-type eye|retina development in camera-type eye|astrocyte differentiation|embryonic camera-type eye morphogenesis|regulation of timing of cell differentiation|positive regulation of epithelial cell differentiation|signal transduction involved in regulation of gene expression|habenula development|telencephalon regionalization|regulation of transcription from RNA polymerase II promoter involved in somatic motor neuron fate commitment|regulation of transcription from RNA polymerase II promoter involved in ventral spinal cord interneuron specification|regulation of transcription from RNA polymerase II promoter involved in spinal cord motor neuron fate specification|forebrain-midbrain boundary formation|commitment of neuronal cell to specific neuron type in forebrain|forebrain dorsal/ventral pattern formation|cerebral cortex regionalization|oligodendrocyte cell fate specification|pallium development|dorsal/ventral pattern formation|dorsal/ventral axis specification|regulation of asymmetric cell division|salivary gland morphogenesis|type B pancreatic cell differentiation|cell fate determination|co-SMAD binding|transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding"
"ENSG00000007376","16",784974,788397,3424,3424,"protein_coding","RNA binding|cellular_component|molecular_function|biological_process|pseudouridine synthase activity|pseudouridine synthesis|RNA modification"
"ENSG00000007384","16",58059,76355,18297,18297,"protein_coding","membrane|integral component of membrane|transport|hydrolase activity|Golgi apparatus|Golgi membrane|endoplasmic reticulum|endoplasmic reticulum membrane|cell proliferation|protein transport|peptidase activity|proteolysis|cell migration|regulation of proteasomal protein catabolic process|growth factor binding|serine-type endopeptidase activity|regulation of epidermal growth factor receptor signaling pathway|regulation of protein secretion|negative regulation of protein secretion"
"ENSG00000007392","16",188969,229463,40495,40495,"protein_coding","protein binding|nucleus|identical protein binding|negative regulation of striated muscle tissue development|mRNA binding|RS domain binding|mRNA splice site selection|U1 snRNP|U2-type prespliceosome"
"ENSG00000007402","3",50362799,50504244,141446,141446,"protein_coding","plasma membrane|membrane|integral component of membrane|metal ion binding|transport|regulation of insulin secretion|ion transport|neuromuscular junction development|calcium ion transmembrane transport|calcium ion transport|regulation of multicellular organism growth|voltage-gated ion channel activity|regulation of ion transmembrane transport|calcium channel activity|voltage-gated calcium channel activity|cardiac conduction|positive regulation of organ growth|muscle fiber development|rhythmic synaptic transmission|voltage-gated calcium channel complex"
"ENSG00000007516","16",1333601,1349441,15841,15841,"protein_coding","endoplasmic reticulum|G-protein coupled receptor signaling pathway|neurotransmitter secretion|presynapse|protein C-terminus binding"
"ENSG00000007520","16",1349240,1351911,2672,2672,"protein_coding","cytosol|transferase activity|rRNA processing|ribosome biogenesis|rRNA modification|maturation of SSU-rRNA"
"ENSG00000007541","16",566995,584136,17142,17142,"protein_coding","membrane|integral component of membrane|transferase activity|endoplasmic reticulum membrane|transferase activity, transferring glycosyl groups|carbohydrate metabolic process|GPI anchor biosynthetic process|phosphatidylinositol N-acetylglucosaminyltransferase activity|preassembly of GPI anchor in ER membrane|glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex"
"ENSG00000007545","16",1612325,1677908,65584,65584,"protein_coding","nucleus|chromatin binding|DNA binding"
"ENSG00000007866","6",35473597,35497076,23480,23480,"protein_coding","protein binding|nucleus|regulation of transcription from RNA polymerase II promoter|nucleoplasm|regulation of transcription, DNA-templated|transcription, DNA-templated|positive regulation of transcription from RNA polymerase II promoter|DNA binding|transcription factor activity, sequence-specific DNA binding|sequence-specific DNA binding|transcription factor complex|transcription regulatory region DNA binding|transcription initiation from RNA polymerase II promoter|RNA polymerase II transcription factor binding|embryonic organ development|female pregnancy|hippo signaling|asymmetric neuroblast division"
"ENSG00000007908","1",169722641,169764705,42065,42065,"protein_coding","cell adhesion|plasma membrane|membrane|integral component of membrane|protein binding|response to lipopolysaccharide|inflammatory response|perinuclear region of cytoplasm|leukocyte migration|transmembrane signaling receptor activity|carbohydrate binding|extracellular space|activation of phospholipase C activity|membrane raft|caveola|response to tumor necrosis factor|regulation of inflammatory response|heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules|clathrin-coated pit|cortical cytoskeleton|phospholipase binding|sialic acid binding|oligosaccharide binding|positive regulation of receptor internalization|leukocyte migration involved in inflammatory response|leukocyte cell-cell adhesion|calcium-mediated signaling|actin filament-based process|leukocyte tethering or rolling|response to interleukin-1"
